assignment_id,chi_cL,chi_ca,chi_cb,chi_cd,chi_La,chi_Lb,chi_Ld,chi_ab,chi_ad,chi_bd,index_cL,index_ca,index_cb,index_cd,index_La,index_Lb,index_Ld,index_ab,index_ad,index_bd,preserves_six_family_indices,preserves_all_M1_indices,scalar_up,scalar_down,scalar_neutrino,scalar_charged_lepton,all_four_scalar_bilinears,signed_6D_dimension,I8_p2_coefficient,I8_c3_coefficient,4D_Y_BL_phase_anomaly_free
382,-1,1,-1,1,1,1,1,1,1,-1,-3,-3,3,0,-6,-6,-3,0,3,-3,False,False,True,False,False,True,False,4,-1/360,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
383,-1,1,-1,1,1,1,1,1,1,1,-3,-3,3,0,-6,-6,-3,0,3,3,False,False,True,False,False,False,False,6,-1/240,f_L - f_a/2 + f_b/2 - f_c/2 - f_d/2,False
384,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,0,6,6,3,0,-3,-3,False,False,True,True,False,False,False,-12,1/120,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
385,-1,1,1,-1,-1,-1,-1,-1,-1,1,-3,-3,-3,0,6,6,3,0,-3,3,False,False,True,True,False,True,False,-10,1/144,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
386,-1,1,1,-1,-1,-1,-1,-1,1,-1,-3,-3,-3,0,6,6,3,0,3,-3,False,False,True,True,True,False,False,-10,1/144,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
387,-1,1,1,-1,-1,-1,-1,-1,1,1,-3,-3,-3,0,6,6,3,0,3,3,False,False,True,True,True,True,True,-8,1/180,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
388,-1,1,1,-1,-1,-1,-1,1,-1,-1,-3,-3,-3,0,6,6,3,0,-3,-3,False,False,True,True,False,False,False,-10,1/144,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
389,-1,1,1,-1,-1,-1,-1,1,-1,1,-3,-3,-3,0,6,6,3,0,-3,3,False,False,True,True,False,True,False,-8,1/180,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
390,-1,1,1,-1,-1,-1,-1,1,1,-1,-3,-3,-3,0,6,6,3,0,3,-3,False,False,True,True,True,False,False,-8,1/180,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
391,-1,1,1,-1,-1,-1,-1,1,1,1,-3,-3,-3,0,6,6,3,0,3,3,False,False,True,True,True,True,True,-6,1/240,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
392,-1,1,1,-1,-1,-1,1,-1,-1,-1,-3,-3,-3,0,6,6,-3,0,-3,-3,False,False,True,True,True,True,True,-8,1/180,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
393,-1,1,1,-1,-1,-1,1,-1,-1,1,-3,-3,-3,0,6,6,-3,0,-3,3,False,False,True,True,True,False,False,-6,1/240,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
394,-1,1,1,-1,-1,-1,1,-1,1,-1,-3,-3,-3,0,6,6,-3,0,3,-3,False,False,True,True,False,True,False,-6,1/240,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
395,-1,1,1,-1,-1,-1,1,-1,1,1,-3,-3,-3,0,6,6,-3,0,3,3,False,False,True,True,False,False,False,-4,1/360,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
396,-1,1,1,-1,-1,-1,1,1,-1,-1,-3,-3,-3,0,6,6,-3,0,-3,-3,False,False,True,True,True,True,True,-6,1/240,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
397,-1,1,1,-1,-1,-1,1,1,-1,1,-3,-3,-3,0,6,6,-3,0,-3,3,False,False,True,True,True,False,False,-4,1/360,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
398,-1,1,1,-1,-1,-1,1,1,1,-1,-3,-3,-3,0,6,6,-3,0,3,-3,False,False,True,True,False,True,False,-4,1/360,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
399,-1,1,1,-1,-1,-1,1,1,1,1,-3,-3,-3,0,6,6,-3,0,3,3,False,False,True,True,False,False,False,-2,1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
400,-1,1,1,-1,-1,1,-1,-1,-1,-1,-3,-3,-3,0,6,-6,3,0,-3,-3,False,False,True,True,False,False,False,-8,1/180,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
401,-1,1,1,-1,-1,1,-1,-1,-1,1,-3,-3,-3,0,6,-6,3,0,-3,3,False,False,True,True,False,True,False,-6,1/240,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
402,-1,1,1,-1,-1,1,-1,-1,1,-1,-3,-3,-3,0,6,-6,3,0,3,-3,False,False,True,True,True,False,False,-6,1/240,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
403,-1,1,1,-1,-1,1,-1,-1,1,1,-3,-3,-3,0,6,-6,3,0,3,3,False,False,True,True,True,True,True,-4,1/360,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
404,-1,1,1,-1,-1,1,-1,1,-1,-1,-3,-3,-3,0,6,-6,3,0,-3,-3,False,False,True,True,False,False,False,-6,1/240,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
405,-1,1,1,-1,-1,1,-1,1,-1,1,-3,-3,-3,0,6,-6,3,0,-3,3,False,False,True,True,False,True,False,-4,1/360,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
406,-1,1,1,-1,-1,1,-1,1,1,-1,-3,-3,-3,0,6,-6,3,0,3,-3,False,False,True,True,True,False,False,-4,1/360,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
407,-1,1,1,-1,-1,1,-1,1,1,1,-3,-3,-3,0,6,-6,3,0,3,3,False,False,True,True,True,True,True,-2,1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
408,-1,1,1,-1,-1,1,1,-1,-1,-1,-3,-3,-3,0,6,-6,-3,0,-3,-3,False,False,True,True,True,True,True,-4,1/360,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
409,-1,1,1,-1,-1,1,1,-1,-1,1,-3,-3,-3,0,6,-6,-3,0,-3,3,False,False,True,True,True,False,False,-2,1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
410,-1,1,1,-1,-1,1,1,-1,1,-1,-3,-3,-3,0,6,-6,-3,0,3,-3,False,False,True,True,False,True,False,-2,1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
411,-1,1,1,-1,-1,1,1,-1,1,1,-3,-3,-3,0,6,-6,-3,0,3,3,False,False,True,True,False,False,False,0,0,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
412,-1,1,1,-1,-1,1,1,1,-1,-1,-3,-3,-3,0,6,-6,-3,0,-3,-3,False,False,True,True,True,True,True,-2,1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
413,-1,1,1,-1,-1,1,1,1,-1,1,-3,-3,-3,0,6,-6,-3,0,-3,3,False,False,True,True,True,False,False,0,0,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
414,-1,1,1,-1,-1,1,1,1,1,-1,-3,-3,-3,0,6,-6,-3,0,3,-3,False,False,True,True,False,True,False,0,0,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
415,-1,1,1,-1,-1,1,1,1,1,1,-3,-3,-3,0,6,-6,-3,0,3,3,False,False,True,True,False,False,False,2,-1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
416,-1,1,1,-1,1,-1,-1,-1,-1,-1,-3,-3,-3,0,-6,6,3,0,-3,-3,False,False,True,True,False,False,False,-8,1/180,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
417,-1,1,1,-1,1,-1,-1,-1,-1,1,-3,-3,-3,0,-6,6,3,0,-3,3,False,False,True,True,False,True,False,-6,1/240,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
418,-1,1,1,-1,1,-1,-1,-1,1,-1,-3,-3,-3,0,-6,6,3,0,3,-3,False,False,True,True,True,False,False,-6,1/240,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
419,-1,1,1,-1,1,-1,-1,-1,1,1,-3,-3,-3,0,-6,6,3,0,3,3,False,False,True,True,True,True,True,-4,1/360,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
420,-1,1,1,-1,1,-1,-1,1,-1,-1,-3,-3,-3,0,-6,6,3,0,-3,-3,False,False,True,True,False,False,False,-6,1/240,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
421,-1,1,1,-1,1,-1,-1,1,-1,1,-3,-3,-3,0,-6,6,3,0,-3,3,False,False,True,True,False,True,False,-4,1/360,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
422,-1,1,1,-1,1,-1,-1,1,1,-1,-3,-3,-3,0,-6,6,3,0,3,-3,False,False,True,True,True,False,False,-4,1/360,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
423,-1,1,1,-1,1,-1,-1,1,1,1,-3,-3,-3,0,-6,6,3,0,3,3,False,False,True,True,True,True,True,-2,1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
424,-1,1,1,-1,1,-1,1,-1,-1,-1,-3,-3,-3,0,-6,6,-3,0,-3,-3,False,False,True,True,True,True,True,-4,1/360,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
425,-1,1,1,-1,1,-1,1,-1,-1,1,-3,-3,-3,0,-6,6,-3,0,-3,3,False,False,True,True,True,False,False,-2,1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
426,-1,1,1,-1,1,-1,1,-1,1,-1,-3,-3,-3,0,-6,6,-3,0,3,-3,False,False,True,True,False,True,False,-2,1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
427,-1,1,1,-1,1,-1,1,-1,1,1,-3,-3,-3,0,-6,6,-3,0,3,3,False,False,True,True,False,False,False,0,0,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
428,-1,1,1,-1,1,-1,1,1,-1,-1,-3,-3,-3,0,-6,6,-3,0,-3,-3,False,False,True,True,True,True,True,-2,1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
429,-1,1,1,-1,1,-1,1,1,-1,1,-3,-3,-3,0,-6,6,-3,0,-3,3,False,False,True,True,True,False,False,0,0,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
430,-1,1,1,-1,1,-1,1,1,1,-1,-3,-3,-3,0,-6,6,-3,0,3,-3,False,False,True,True,False,True,False,0,0,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
431,-1,1,1,-1,1,-1,1,1,1,1,-3,-3,-3,0,-6,6,-3,0,3,3,False,False,True,True,False,False,False,2,-1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
432,-1,1,1,-1,1,1,-1,-1,-1,-1,-3,-3,-3,0,-6,-6,3,0,-3,-3,False,False,True,True,False,False,False,-4,1/360,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
433,-1,1,1,-1,1,1,-1,-1,-1,1,-3,-3,-3,0,-6,-6,3,0,-3,3,False,False,True,True,False,True,False,-2,1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
434,-1,1,1,-1,1,1,-1,-1,1,-1,-3,-3,-3,0,-6,-6,3,0,3,-3,False,False,True,True,True,False,False,-2,1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
435,-1,1,1,-1,1,1,-1,-1,1,1,-3,-3,-3,0,-6,-6,3,0,3,3,False,False,True,True,True,True,True,0,0,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
436,-1,1,1,-1,1,1,-1,1,-1,-1,-3,-3,-3,0,-6,-6,3,0,-3,-3,False,False,True,True,False,False,False,-2,1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
437,-1,1,1,-1,1,1,-1,1,-1,1,-3,-3,-3,0,-6,-6,3,0,-3,3,False,False,True,True,False,True,False,0,0,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
438,-1,1,1,-1,1,1,-1,1,1,-1,-3,-3,-3,0,-6,-6,3,0,3,-3,False,False,True,True,True,False,False,0,0,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
439,-1,1,1,-1,1,1,-1,1,1,1,-3,-3,-3,0,-6,-6,3,0,3,3,False,False,True,True,True,True,True,2,-1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
440,-1,1,1,-1,1,1,1,-1,-1,-1,-3,-3,-3,0,-6,-6,-3,0,-3,-3,False,False,True,True,True,True,True,0,0,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
441,-1,1,1,-1,1,1,1,-1,-1,1,-3,-3,-3,0,-6,-6,-3,0,-3,3,False,False,True,True,True,False,False,2,-1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
442,-1,1,1,-1,1,1,1,-1,1,-1,-3,-3,-3,0,-6,-6,-3,0,3,-3,False,False,True,True,False,True,False,2,-1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
443,-1,1,1,-1,1,1,1,-1,1,1,-3,-3,-3,0,-6,-6,-3,0,3,3,False,False,True,True,False,False,False,4,-1/360,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
444,-1,1,1,-1,1,1,1,1,-1,-1,-3,-3,-3,0,-6,-6,-3,0,-3,-3,False,False,True,True,True,True,True,2,-1/720,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
445,-1,1,1,-1,1,1,1,1,-1,1,-3,-3,-3,0,-6,-6,-3,0,-3,3,False,False,True,True,True,False,False,4,-1/360,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
446,-1,1,1,-1,1,1,1,1,1,-1,-3,-3,-3,0,-6,-6,-3,0,3,-3,False,False,True,True,False,True,False,4,-1/360,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
447,-1,1,1,-1,1,1,1,1,1,1,-3,-3,-3,0,-6,-6,-3,0,3,3,False,False,True,True,False,False,False,6,-1/240,f_L - f_a/2 - f_b/2 - f_c/2 + f_d/2,False
448,-1,1,1,1,-1,-1,-1,-1,-1,-1,-3,-3,-3,0,6,6,3,0,-3,-3,False,False,True,True,False,False,False,-6,1/240,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
449,-1,1,1,1,-1,-1,-1,-1,-1,1,-3,-3,-3,0,6,6,3,0,-3,3,False,False,True,True,False,True,False,-4,1/360,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
450,-1,1,1,1,-1,-1,-1,-1,1,-1,-3,-3,-3,0,6,6,3,0,3,-3,False,False,True,True,True,False,False,-4,1/360,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
451,-1,1,1,1,-1,-1,-1,-1,1,1,-3,-3,-3,0,6,6,3,0,3,3,False,False,True,True,True,True,True,-2,1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
452,-1,1,1,1,-1,-1,-1,1,-1,-1,-3,-3,-3,0,6,6,3,0,-3,-3,False,False,True,True,False,False,False,-4,1/360,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
453,-1,1,1,1,-1,-1,-1,1,-1,1,-3,-3,-3,0,6,6,3,0,-3,3,False,False,True,True,False,True,False,-2,1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
454,-1,1,1,1,-1,-1,-1,1,1,-1,-3,-3,-3,0,6,6,3,0,3,-3,False,False,True,True,True,False,False,-2,1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
455,-1,1,1,1,-1,-1,-1,1,1,1,-3,-3,-3,0,6,6,3,0,3,3,False,False,True,True,True,True,True,0,0,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
456,-1,1,1,1,-1,-1,1,-1,-1,-1,-3,-3,-3,0,6,6,-3,0,-3,-3,False,False,True,True,True,True,True,-2,1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
457,-1,1,1,1,-1,-1,1,-1,-1,1,-3,-3,-3,0,6,6,-3,0,-3,3,False,False,True,True,True,False,False,0,0,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
458,-1,1,1,1,-1,-1,1,-1,1,-1,-3,-3,-3,0,6,6,-3,0,3,-3,False,False,True,True,False,True,False,0,0,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
459,-1,1,1,1,-1,-1,1,-1,1,1,-3,-3,-3,0,6,6,-3,0,3,3,False,False,True,True,False,False,False,2,-1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
460,-1,1,1,1,-1,-1,1,1,-1,-1,-3,-3,-3,0,6,6,-3,0,-3,-3,False,False,True,True,True,True,True,0,0,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
461,-1,1,1,1,-1,-1,1,1,-1,1,-3,-3,-3,0,6,6,-3,0,-3,3,False,False,True,True,True,False,False,2,-1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
462,-1,1,1,1,-1,-1,1,1,1,-1,-3,-3,-3,0,6,6,-3,0,3,-3,False,False,True,True,False,True,False,2,-1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
463,-1,1,1,1,-1,-1,1,1,1,1,-3,-3,-3,0,6,6,-3,0,3,3,False,False,True,True,False,False,False,4,-1/360,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
464,-1,1,1,1,-1,1,-1,-1,-1,-1,-3,-3,-3,0,6,-6,3,0,-3,-3,False,False,True,True,False,False,False,-2,1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
465,-1,1,1,1,-1,1,-1,-1,-1,1,-3,-3,-3,0,6,-6,3,0,-3,3,False,False,True,True,False,True,False,0,0,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
466,-1,1,1,1,-1,1,-1,-1,1,-1,-3,-3,-3,0,6,-6,3,0,3,-3,False,False,True,True,True,False,False,0,0,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
467,-1,1,1,1,-1,1,-1,-1,1,1,-3,-3,-3,0,6,-6,3,0,3,3,False,False,True,True,True,True,True,2,-1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
468,-1,1,1,1,-1,1,-1,1,-1,-1,-3,-3,-3,0,6,-6,3,0,-3,-3,False,False,True,True,False,False,False,0,0,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
469,-1,1,1,1,-1,1,-1,1,-1,1,-3,-3,-3,0,6,-6,3,0,-3,3,False,False,True,True,False,True,False,2,-1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
470,-1,1,1,1,-1,1,-1,1,1,-1,-3,-3,-3,0,6,-6,3,0,3,-3,False,False,True,True,True,False,False,2,-1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
471,-1,1,1,1,-1,1,-1,1,1,1,-3,-3,-3,0,6,-6,3,0,3,3,False,False,True,True,True,True,True,4,-1/360,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
472,-1,1,1,1,-1,1,1,-1,-1,-1,-3,-3,-3,0,6,-6,-3,0,-3,-3,False,False,True,True,True,True,True,2,-1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
473,-1,1,1,1,-1,1,1,-1,-1,1,-3,-3,-3,0,6,-6,-3,0,-3,3,False,False,True,True,True,False,False,4,-1/360,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
474,-1,1,1,1,-1,1,1,-1,1,-1,-3,-3,-3,0,6,-6,-3,0,3,-3,False,False,True,True,False,True,False,4,-1/360,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
475,-1,1,1,1,-1,1,1,-1,1,1,-3,-3,-3,0,6,-6,-3,0,3,3,False,False,True,True,False,False,False,6,-1/240,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
476,-1,1,1,1,-1,1,1,1,-1,-1,-3,-3,-3,0,6,-6,-3,0,-3,-3,False,False,True,True,True,True,True,4,-1/360,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
477,-1,1,1,1,-1,1,1,1,-1,1,-3,-3,-3,0,6,-6,-3,0,-3,3,False,False,True,True,True,False,False,6,-1/240,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
478,-1,1,1,1,-1,1,1,1,1,-1,-3,-3,-3,0,6,-6,-3,0,3,-3,False,False,True,True,False,True,False,6,-1/240,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
479,-1,1,1,1,-1,1,1,1,1,1,-3,-3,-3,0,6,-6,-3,0,3,3,False,False,True,True,False,False,False,8,-1/180,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
480,-1,1,1,1,1,-1,-1,-1,-1,-1,-3,-3,-3,0,-6,6,3,0,-3,-3,False,False,True,True,False,False,False,-2,1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
481,-1,1,1,1,1,-1,-1,-1,-1,1,-3,-3,-3,0,-6,6,3,0,-3,3,False,False,True,True,False,True,False,0,0,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
482,-1,1,1,1,1,-1,-1,-1,1,-1,-3,-3,-3,0,-6,6,3,0,3,-3,False,False,True,True,True,False,False,0,0,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
483,-1,1,1,1,1,-1,-1,-1,1,1,-3,-3,-3,0,-6,6,3,0,3,3,False,False,True,True,True,True,True,2,-1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
484,-1,1,1,1,1,-1,-1,1,-1,-1,-3,-3,-3,0,-6,6,3,0,-3,-3,False,False,True,True,False,False,False,0,0,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
485,-1,1,1,1,1,-1,-1,1,-1,1,-3,-3,-3,0,-6,6,3,0,-3,3,False,False,True,True,False,True,False,2,-1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
486,-1,1,1,1,1,-1,-1,1,1,-1,-3,-3,-3,0,-6,6,3,0,3,-3,False,False,True,True,True,False,False,2,-1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
487,-1,1,1,1,1,-1,-1,1,1,1,-3,-3,-3,0,-6,6,3,0,3,3,False,False,True,True,True,True,True,4,-1/360,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
488,-1,1,1,1,1,-1,1,-1,-1,-1,-3,-3,-3,0,-6,6,-3,0,-3,-3,False,False,True,True,True,True,True,2,-1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
489,-1,1,1,1,1,-1,1,-1,-1,1,-3,-3,-3,0,-6,6,-3,0,-3,3,False,False,True,True,True,False,False,4,-1/360,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
490,-1,1,1,1,1,-1,1,-1,1,-1,-3,-3,-3,0,-6,6,-3,0,3,-3,False,False,True,True,False,True,False,4,-1/360,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
491,-1,1,1,1,1,-1,1,-1,1,1,-3,-3,-3,0,-6,6,-3,0,3,3,False,False,True,True,False,False,False,6,-1/240,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
492,-1,1,1,1,1,-1,1,1,-1,-1,-3,-3,-3,0,-6,6,-3,0,-3,-3,False,False,True,True,True,True,True,4,-1/360,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
493,-1,1,1,1,1,-1,1,1,-1,1,-3,-3,-3,0,-6,6,-3,0,-3,3,False,False,True,True,True,False,False,6,-1/240,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
494,-1,1,1,1,1,-1,1,1,1,-1,-3,-3,-3,0,-6,6,-3,0,3,-3,False,False,True,True,False,True,False,6,-1/240,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
495,-1,1,1,1,1,-1,1,1,1,1,-3,-3,-3,0,-6,6,-3,0,3,3,False,False,True,True,False,False,False,8,-1/180,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
496,-1,1,1,1,1,1,-1,-1,-1,-1,-3,-3,-3,0,-6,-6,3,0,-3,-3,False,False,True,True,False,False,False,2,-1/720,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
497,-1,1,1,1,1,1,-1,-1,-1,1,-3,-3,-3,0,-6,-6,3,0,-3,3,False,False,True,True,False,True,False,4,-1/360,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
498,-1,1,1,1,1,1,-1,-1,1,-1,-3,-3,-3,0,-6,-6,3,0,3,-3,False,False,True,True,True,False,False,4,-1/360,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
499,-1,1,1,1,1,1,-1,-1,1,1,-3,-3,-3,0,-6,-6,3,0,3,3,False,False,True,True,True,True,True,6,-1/240,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
500,-1,1,1,1,1,1,-1,1,-1,-1,-3,-3,-3,0,-6,-6,3,0,-3,-3,False,False,True,True,False,False,False,4,-1/360,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
501,-1,1,1,1,1,1,-1,1,-1,1,-3,-3,-3,0,-6,-6,3,0,-3,3,False,False,True,True,False,True,False,6,-1/240,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
502,-1,1,1,1,1,1,-1,1,1,-1,-3,-3,-3,0,-6,-6,3,0,3,-3,False,False,True,True,True,False,False,6,-1/240,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
503,-1,1,1,1,1,1,-1,1,1,1,-3,-3,-3,0,-6,-6,3,0,3,3,False,False,True,True,True,True,True,8,-1/180,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
504,-1,1,1,1,1,1,1,-1,-1,-1,-3,-3,-3,0,-6,-6,-3,0,-3,-3,False,False,True,True,True,True,True,6,-1/240,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
505,-1,1,1,1,1,1,1,-1,-1,1,-3,-3,-3,0,-6,-6,-3,0,-3,3,False,False,True,True,True,False,False,8,-1/180,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
506,-1,1,1,1,1,1,1,-1,1,-1,-3,-3,-3,0,-6,-6,-3,0,3,-3,False,False,True,True,False,True,False,8,-1/180,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
507,-1,1,1,1,1,1,1,-1,1,1,-3,-3,-3,0,-6,-6,-3,0,3,3,False,False,True,True,False,False,False,10,-1/144,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
508,-1,1,1,1,1,1,1,1,-1,-1,-3,-3,-3,0,-6,-6,-3,0,-3,-3,False,False,True,True,True,True,True,8,-1/180,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
509,-1,1,1,1,1,1,1,1,-1,1,-3,-3,-3,0,-6,-6,-3,0,-3,3,False,False,True,True,True,False,False,10,-1/144,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
510,-1,1,1,1,1,1,1,1,1,-1,-3,-3,-3,0,-6,-6,-3,0,3,-3,False,False,True,True,False,True,False,10,-1/144,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
511,-1,1,1,1,1,1,1,1,1,1,-3,-3,-3,0,-6,-6,-3,0,3,3,False,False,True,True,False,False,False,12,-1/120,f_L - f_a/2 - f_b/2 + f_c/2 - f_d/2,False
