N,beta,log_Z,energy_per_spin,heat_capacity_per_spin,mean_disagreeing_edges,energy_variance
11,0.53,4.355610111776698,-1.1678978025774152,0.2940187197693851,0.6642043948451696,4.1868098222767545
11,0.5325,4.367302139344404,-1.1705042911894719,0.2944717495435802,0.6589914176210562,4.153980023978738
11,0.535,4.379020129369951,-1.1730903106836799,0.29490541636521617,0.6538193786326402,4.121308989294662
11,0.5375,4.390763877660428,-1.1756559609245028,0.29531987806503074,0.6486880781509949,4.088798744437419
11,0.54,4.40253318102782,-1.1782013430188056,0.29571529532599816,0.6435973139623881,4.056451239039755
11,0.5425,4.414327837301194,-1.180726559268295,0.2960918315585409,0.63854688146341,4.024268347118567
11,0.545,4.426147645338413,-1.1832317131225607,0.2964496527771751,0.6335365737548786,3.9922518680538683
11,0.5475,4.437992405037381,-1.1857169091327402,0.29678892747864377,0.6285661817345196,3.96040352758141
11,0.55,4.449861917346832,-1.1881822529058033,0.29710982652158435,0.6236354941883934,3.928724978797809
11,0.5525,4.4617559842766585,-1.1906278510594699,0.29741252300777576,0.6187442978810603,3.8972178031771767
11,0.555,4.473674408907801,-1.1930538111777664,0.29769719216500756,0.613892377644467,3.865883511598182
11,0.5575,4.485616995401687,-1.1954602417672273,0.29796401123161065,0.6090795164655459,3.8347235453805792
11,0.56,4.497583549009243,-1.1978472522137456,0.29821315934268516,0.6043054955725088,3.8037392773301675
11,0.5625,4.509573876079473,-1.2002149527400825,0.29844481741806156,0.5995700945198351,3.7729320127912964
11,0.5650000000000001,4.52158778406762,-1.202563454364033,0.2986591680520234,0.594873091271934,3.7423029907059076
11,0.5675,4.533625081542905,-1.2048928688572569,0.29885639540482445,0.5902142622854868,3.7118533846782906
11,0.5700000000000001,4.5456855781958705,-1.2072033087047767,0.2990366850960214,0.5855933825904468,3.6815843040445837
11,0.5725,4.557769084845305,-1.209494887065147,0.2992002240996502,0.5810102258697064,3.6514967949462465
11,0.5750000000000001,4.569875413444793,-1.2117677177312918,0.29934720064126585,0.5764645645374171,3.621591841406618
11,0.5775,4.582004377088852,-1.2140219150920177,0.29947780409686353,0.5719561698159641,3.591870366409787
11,0.58,4.594155790018713,-1.2162575940942058,0.29959222489369963,0.5674848118115884,3.562333232980971
11,0.5825,4.606329467627713,-1.2184748702056696,0.29969065441302584,0.5630502595886608,3.5329812452676697
11,0.585,4.618525226466316,-1.2206738593786979,0.29977328489474964,0.5586522812426038,3.50381514962086
11,0.5875,4.630742884246783,-1.2228546780142704,0.2998403093440314,0.5542906439714603,3.47483563567551
11,0.59,4.642982259847483,-1.2250174429269423,0.29989192143982435,0.5499651141461156,3.4460433374297543
11,0.5925,4.655243173316853,-1.2271622713104153,0.2999283154453685,0.5456754573791689,3.417438834322061
11,0.595,4.667525445877022,-1.2292892807037696,0.29994968612063677,0.5414214385924614,3.389022652305761
11,0.5975,4.679828899927101,-1.2313985889583692,0.2999562286367407,0.5372028220832619,3.3607952649203274
11,0.6,4.692153359046137,-1.2334903142054408,0.29994813849229535,0.5330193715891187,3.3327570943588376
11,0.6025,4.7044986479957585,-1.2355645748243123,0.2999256114317409,0.5288708503513754,3.30490851253102
11,0.605,4.716864592722496,-1.2376214894113176,0.2998888433656212,0.5247570211773646,3.2772498421213982
11,0.6075,4.729251020359804,-1.2396611767493606,0.29983803029281225,0.5206776465012797,3.249781357641955
11,0.61,4.741657759229772,-1.2416837557781308,0.29977336822469824,0.5166324884437374,3.2225032864788847
11,0.6125,4.7540846388445495,-1.2436893455649831,0.2996950531112855,0.5126213088700331,3.195415809932906
11,0.615,4.766531489907479,-1.2456780652764499,0.29960328076924714,0.5086438694470999,3.1685190642527297
11,0.6175,4.778998144313949,-1.2476500341504082,0.29949824681188947,0.5046999316991837,3.1418131416612174
11,0.62,4.7914844351519665,-1.2496053714688815,0.2993801465810267,0.500789257062237,3.115298091373847
11,0.6225,4.8039901967024745,-1.2515441965314775,0.2992491750807553,0.49691160693704517,3.0889739206090767
11,0.625,4.816515264439385,-1.2534666286294514,0.29910552691311165,0.49306674274109774,3.0628405955902633
11,0.6275000000000001,4.82905947502938,-1.2553727870203963,0.2989493962155995,0.4892544259592078,3.036898042538748
11,0.63,4.841622666331443,-1.2572627909035494,0.2987809766005734,0.4854744181929014,3.011146148657832
11,0.6325000000000001,4.854204677396159,-1.2591367593957112,0.2986004610964584,0.48172648120857753,2.9855847631072714
11,0.635,4.866805348464771,-1.26099481150777,0.29840804209079225,0.47801037698446025,2.960213697968055
11,0.6375000000000001,4.879424520968005,-1.2628370661218258,0.2982039112750693,0.47432586775634855,2.935032729197144
11,0.64,4.892062037524671,-1.2646636419689095,0.297988259591368,0.4706727160621809,2.910041597571953
11,0.6425,4.904717741940042,-1.2664746576072878,0.29776127718074225,0.46705068478542366,2.885240009624295
11,0.645,4.917391479204025,-1.26827023140135,0.29752315333335577,0.46345953719730054,2.8606276385636034
11,0.6475,4.930083095489113,-1.270050481501063,0.2972740764403379,0.4598990369978745,2.836204125189193
11,0.65,4.942792438148146,-1.2718155258220025,0.2970142339473401,0.4563689483559952,2.8119690787913854
11,0.6525,4.955519355711861,-1.2735654820259354,0.2967438123097702,0.4528690359481296,2.7879220780413227
11,0.655,4.96826369788627,-1.2753004675019584,0.2964629969496796,0.4493990649960836,2.7640626718692807
11,0.6575,4.981025315549835,-1.2770205993481816,0.2961719722142826,0.4459588013036366,2.740390380331375
11,0.66,4.993804060750469,-1.278725994353951,0.2958709213360837,0.4425480112920981,2.7169046954644966
11,0.6625,5.0065997867023615,-1.2804167689825978,0.2955600263945855,0.43916646203480453,2.693605082129366
11,0.665,5.019412347782639,-1.2820930393547165,0.29523946827955544,0.43581392129056706,2.670490978841589
11,0.6675,5.032241599527848,-1.2837549212319543,0.2949094266558261,0.4324901575360919,2.647561798590648
11,0.67,5.0450873986302955,-1.28540253000131,0.29457007992960116,0.4291949399973802,2.624816929646702
